Using SGD, 64 batch size, 2 epochs, without normalization and only optimizing compactness loss


Reference model built
Secondary model built
Total number of iterations: 664
Iteration 0, total loss: 3.7521848678588867, discriminative loss: 14.715536117553711
Iteration 375, total loss: 1.0002281665802002, discriminative loss: 7.18673849105835
Iteration 376, total loss: 1.000119924545288, discriminative loss: 7.271049499511719
Iteration 377, total loss: 1.0001014471054077, discriminative loss: 7.218165874481201
Iteration 378, total loss: 1.000028133392334, discriminative loss: 7.069610118865967
Iteration 379, total loss: 1.0001630783081055, discriminative loss: 7.200916767120361
Iteration 380, total loss: 1.0000888109207153, discriminative loss: 7.237361907958984
Iteration 381, total loss: 1.0000519752502441, discriminative loss: 7.15419864654541
Iteration 382, total loss: 1.0000789165496826, discriminative loss: 7.116293430328369
Iteration 383, total loss: 1.0003479719161987, discriminative loss: 7.019445419311523
Iteration 384, total loss: 1.0000401735305786, discriminative loss: 7.258398056030273
Iteration 385, total loss: 1.0000755786895752, discriminative loss: 7.140542984008789
Iteration 386, total loss: 1.0000826120376587, discriminative loss: 7.300168037414551
Iteration 387, total loss: 1.000035047531128, discriminative loss: 7.076634407043457
Iteration 388, total loss: 1.0000313520431519, discriminative loss: 7.183508396148682
Iteration 389, total loss: 1.000089406967163, discriminative loss: 6.989235877990723
Iteration 390, total loss: 1.000115156173706, discriminative loss: 7.128472328186035
Iteration 391, total loss: 1.0001782178878784, discriminative loss: 7.283559322357178
Iteration 392, total loss: 1.0001033544540405, discriminative loss: 7.129797458648682
Iteration 393, total loss: 1.0001118183135986, discriminative loss: 7.155137062072754
Iteration 394, total loss: 1.0000683069229126, discriminative loss: 7.1265363693237305
Iteration 395, total loss: 1.0000585317611694, discriminative loss: 7.256812572479248
Iteration 396, total loss: 1.0000656843185425, discriminative loss: 7.225737571716309
Iteration 397, total loss: 1.0001784563064575, discriminative loss: 6.961907863616943
Iteration 398, total loss: 1.0000765323638916, discriminative loss: 6.935567855834961
Iteration 399, total loss: 1.0000555515289307, discriminative loss: 7.272390842437744
Iteration 400, total loss: 1.0000723600387573, discriminative loss: 7.140641212463379
Iteration 401, total loss: 1.0000393390655518, discriminative loss: 7.144191741943359
Iteration 402, total loss: 1.0000419616699219, discriminative loss: 7.219151496887207
Iteration 403, total loss: 1.0000438690185547, discriminative loss: 7.149445533752441
Iteration 404, total loss: 1.0001035928726196, discriminative loss: 7.092398643493652
Iteration 405, total loss: 1.0000684261322021, discriminative loss: 7.209244251251221
Iteration 406, total loss: 1.0001014471054077, discriminative loss: 6.938913822174072
Iteration 407, total loss: 1.0000693798065186, discriminative loss: 7.281399726867676
Iteration 408, total loss: 1.0000869035720825, discriminative loss: 6.983077049255371
Iteration 409, total loss: 1.0000667572021484, discriminative loss: 7.2661566734313965
Iteration 410, total loss: 1.0004041194915771, discriminative loss: 7.085516452789307
Iteration 411, total loss: 1.000099539756775, discriminative loss: 7.15162467956543
Iteration 412, total loss: 1.0000745058059692, discriminative loss: 7.163941383361816
Iteration 413, total loss: 1.0001521110534668, discriminative loss: 7.051085948944092
Iteration 414, total loss: 1.0001778602600098, discriminative loss: 7.263686180114746
Iteration 415, total loss: 1.0001757144927979, discriminative loss: 7.156604290008545
Iteration 416, total loss: 1.0001378059387207, discriminative loss: 7.024566650390625
Iteration 417, total loss: 1.0000873804092407, discriminative loss: 6.9846649169921875
Iteration 418, total loss: 1.0000715255737305, discriminative loss: 7.138559341430664
Iteration 419, total loss: 1.000223159790039, discriminative loss: 7.3371195793151855
Iteration 420, total loss: 1.0000838041305542, discriminative loss: 7.2604546546936035
Iteration 421, total loss: 1.0002349615097046, discriminative loss: 7.162822246551514
Iteration 422, total loss: 1.0005334615707397, discriminative loss: 7.25438117980957
Iteration 423, total loss: 1.0000396966934204, discriminative loss: 7.092511177062988
Iteration 424, total loss: 1.000124216079712, discriminative loss: 7.165270805358887
Iteration 425, total loss: 1.0000545978546143, discriminative loss: 7.157064437866211
Iteration 426, total loss: 1.0001130104064941, discriminative loss: 7.135864734649658
Iteration 427, total loss: 1.0000253915786743, discriminative loss: 7.2295684814453125
Iteration 428, total loss: 1.0003308057785034, discriminative loss: 7.013690948486328
Iteration 429, total loss: 1.0001903772354126, discriminative loss: 7.28074836730957
Iteration 430, total loss: 1.0000989437103271, discriminative loss: 6.998861312866211
Iteration 431, total loss: 1.0000826120376587, discriminative loss: 7.061416149139404
Iteration 432, total loss: 1.0005780458450317, discriminative loss: 7.115490436553955
Iteration 433, total loss: 1.0002919435501099, discriminative loss: 7.186596870422363
Iteration 434, total loss: 1.0000762939453125, discriminative loss: 7.1643500328063965
Iteration 435, total loss: 1.000065803527832, discriminative loss: 7.176202774047852
Iteration 436, total loss: 1.0000566244125366, discriminative loss: 7.19461727142334
Iteration 437, total loss: 1.000337839126587, discriminative loss: 7.26207160949707
Iteration 438, total loss: 1.0001014471054077, discriminative loss: 7.0913872718811035
Iteration 439, total loss: 1.0000954866409302, discriminative loss: 7.176401138305664
Iteration 440, total loss: 1.0002878904342651, discriminative loss: 7.142316818237305
Iteration 441, total loss: 1.0003424882888794, discriminative loss: 7.186108589172363
Iteration 442, total loss: 1.0000765323638916, discriminative loss: 7.232570648193359
Iteration 443, total loss: 1.0000988245010376, discriminative loss: 7.097283363342285
Iteration 444, total loss: 1.0000629425048828, discriminative loss: 7.34189510345459
Iteration 445, total loss: 1.0000874996185303, discriminative loss: 7.1969499588012695
Iteration 446, total loss: 1.000141978263855, discriminative loss: 7.057980537414551
Iteration 447, total loss: 1.0001220703125, discriminative loss: 7.0883026123046875
Iteration 448, total loss: 1.0001393556594849, discriminative loss: 7.160161972045898
Iteration 449, total loss: 1.0002840757369995, discriminative loss: 7.071156024932861
Iteration 450, total loss: 1.0002628564834595, discriminative loss: 7.183346271514893
Iteration 451, total loss: 1.0000832080841064, discriminative loss: 7.224489688873291
Iteration 452, total loss: 1.0000803470611572, discriminative loss: 7.058966636657715
Iteration 453, total loss: 1.000160813331604, discriminative loss: 7.14341926574707
Iteration 454, total loss: 1.000083088874817, discriminative loss: 7.154745578765869
Iteration 455, total loss: 1.000032901763916, discriminative loss: 7.234803199768066
Iteration 456, total loss: 1.0000545978546143, discriminative loss: 7.160966873168945
Iteration 457, total loss: 1.0002764463424683, discriminative loss: 6.884316444396973
Iteration 458, total loss: 1.0002317428588867, discriminative loss: 7.147850036621094
Iteration 459, total loss: 1.0002477169036865, discriminative loss: 7.166657447814941
Iteration 460, total loss: 1.000046968460083, discriminative loss: 7.173798561096191
Iteration 461, total loss: 1.0000696182250977, discriminative loss: 7.008608818054199
Iteration 462, total loss: 1.0001078844070435, discriminative loss: 7.285277366638184
Iteration 463, total loss: 1.0001095533370972, discriminative loss: 6.955465793609619
Iteration 464, total loss: 1.0000325441360474, discriminative loss: 7.305980682373047
Iteration 465, total loss: 1.0001556873321533, discriminative loss: 7.2117719650268555
Iteration 466, total loss: 1.0001325607299805, discriminative loss: 7.141369342803955
Iteration 467, total loss: 1.0000724792480469, discriminative loss: 7.279271125793457
Iteration 468, total loss: 1.0001132488250732, discriminative loss: 7.076320171356201
Iteration 469, total loss: 1.0000265836715698, discriminative loss: 7.085979461669922
Iteration 470, total loss: 1.0000773668289185, discriminative loss: 7.317192077636719
Iteration 471, total loss: 1.0007621049880981, discriminative loss: 7.323185443878174
Iteration 472, total loss: 1.000032663345337, discriminative loss: 7.061596870422363
Iteration 473, total loss: 1.0001220703125, discriminative loss: 6.9667863845825195
Iteration 474, total loss: 1.0001068115234375, discriminative loss: 7.258554935455322
Iteration 475, total loss: 1.0000648498535156, discriminative loss: 7.139313697814941
Iteration 476, total loss: 1.000036358833313, discriminative loss: 7.040401458740234
Iteration 477, total loss: 1.0000780820846558, discriminative loss: 6.950710773468018
Iteration 478, total loss: 1.0001096725463867, discriminative loss: 7.360227584838867
Iteration 479, total loss: 1.0000665187835693, discriminative loss: 7.345170497894287
Iteration 480, total loss: 1.0001635551452637, discriminative loss: 7.139290809631348
Iteration 481, total loss: 1.0000451803207397, discriminative loss: 7.277344703674316
Iteration 482, total loss: 1.0000447034835815, discriminative loss: 7.122491359710693
Iteration 483, total loss: 1.0000314712524414, discriminative loss: 7.1292724609375
Iteration 484, total loss: 1.000125527381897, discriminative loss: 7.116078853607178
Iteration 485, total loss: 1.0000386238098145, discriminative loss: 7.129721641540527
Iteration 486, total loss: 1.000022530555725, discriminative loss: 7.275071144104004
Iteration 487, total loss: 1.0000661611557007, discriminative loss: 7.188486576080322
Iteration 488, total loss: 1.0001298189163208, discriminative loss: 7.177559852600098
Iteration 489, total loss: 1.000077486038208, discriminative loss: 7.008959770202637
Iteration 490, total loss: 1.0002241134643555, discriminative loss: 7.092223167419434
Iteration 491, total loss: 1.0000736713409424, discriminative loss: 7.354436874389648
Iteration 492, total loss: 1.000065803527832, discriminative loss: 7.142602443695068
Iteration 493, total loss: 1.000095009803772, discriminative loss: 7.130979537963867
Iteration 494, total loss: 1.0001336336135864, discriminative loss: 6.971475601196289
Iteration 495, total loss: 1.0001695156097412, discriminative loss: 7.048745155334473
Iteration 496, total loss: 1.0002388954162598, discriminative loss: 7.201972007751465
Iteration 497, total loss: 1.0000532865524292, discriminative loss: 7.233447074890137
Iteration 498, total loss: 1.0000371932983398, discriminative loss: 7.221434593200684
Iteration 499, total loss: 1.0000238418579102, discriminative loss: 7.285427093505859
Iteration 500, total loss: 1.0000337362289429, discriminative loss: 7.107626914978027
Iteration 501, total loss: 1.0000896453857422, discriminative loss: 7.3126606941223145
Iteration 502, total loss: 1.0000816583633423, discriminative loss: 7.207155704498291
Iteration 503, total loss: 1.000274419784546, discriminative loss: 7.285810470581055
Iteration 504, total loss: 1.000044822692871, discriminative loss: 7.004205703735352
Iteration 505, total loss: 1.0002609491348267, discriminative loss: 7.326682090759277
Iteration 506, total loss: 1.0002317428588867, discriminative loss: 7.158353805541992
Iteration 507, total loss: 1.0000437498092651, discriminative loss: 7.0014801025390625
Iteration 508, total loss: 1.0000680685043335, discriminative loss: 7.093343734741211
Iteration 509, total loss: 1.0000611543655396, discriminative loss: 7.317392349243164
Iteration 510, total loss: 1.0001181364059448, discriminative loss: 7.120142459869385
Iteration 511, total loss: 1.0000989437103271, discriminative loss: 7.219390869140625
Iteration 512, total loss: 1.0000711679458618, discriminative loss: 7.175612926483154
Iteration 513, total loss: 1.0000771284103394, discriminative loss: 7.186589241027832
Iteration 514, total loss: 1.0000182390213013, discriminative loss: 7.271178245544434
Iteration 515, total loss: 1.0001065731048584, discriminative loss: 7.149190902709961
Iteration 516, total loss: 1.0000371932983398, discriminative loss: 7.032481670379639
Iteration 517, total loss: 1.0001423358917236, discriminative loss: 7.209450721740723
Iteration 518, total loss: 1.0000382661819458, discriminative loss: 7.254182815551758
Iteration 519, total loss: 1.0000568628311157, discriminative loss: 7.259904861450195
Iteration 520, total loss: 1.0001420974731445, discriminative loss: 7.27729606628418
Iteration 521, total loss: 1.0000436305999756, discriminative loss: 6.989628314971924
Iteration 522, total loss: 1.0000473260879517, discriminative loss: 7.167059421539307
Iteration 523, total loss: 1.0000367164611816, discriminative loss: 7.199822425842285
Iteration 524, total loss: 1.0000380277633667, discriminative loss: 7.056290626525879
Iteration 525, total loss: 1.000040054321289, discriminative loss: 7.300451278686523
Iteration 526, total loss: 1.0000334978103638, discriminative loss: 7.100065231323242
Iteration 527, total loss: 1.000018835067749, discriminative loss: 7.037894248962402
Iteration 528, total loss: 1.00003182888031, discriminative loss: 7.1102495193481445
Iteration 529, total loss: 1.0001306533813477, discriminative loss: 7.129985332489014
Iteration 530, total loss: 1.0000360012054443, discriminative loss: 7.153034210205078
Iteration 531, total loss: 1.0001810789108276, discriminative loss: 7.209841728210449
Iteration 532, total loss: 1.0001249313354492, discriminative loss: 7.156988620758057
Iteration 533, total loss: 1.000147819519043, discriminative loss: 7.2662248611450195
Iteration 534, total loss: 1.000068187713623, discriminative loss: 7.224832534790039
Iteration 535, total loss: 1.0001477003097534, discriminative loss: 7.075911521911621
Iteration 536, total loss: 1.0000905990600586, discriminative loss: 6.998567581176758
Iteration 537, total loss: 1.0000829696655273, discriminative loss: 7.266782760620117
Iteration 538, total loss: 1.0000298023223877, discriminative loss: 7.085389614105225
Iteration 539, total loss: 1.0000287294387817, discriminative loss: 7.260499954223633
Iteration 540, total loss: 1.0001699924468994, discriminative loss: 7.084442138671875
Iteration 541, total loss: 1.0001225471496582, discriminative loss: 7.190518379211426
Iteration 542, total loss: 1.0000382661819458, discriminative loss: 7.1305646896362305
Iteration 543, total loss: 1.0000927448272705, discriminative loss: 7.039548873901367
Iteration 544, total loss: 1.0000765323638916, discriminative loss: 7.229885101318359
Iteration 545, total loss: 1.0001189708709717, discriminative loss: 7.1696457862854
Iteration 546, total loss: 1.000023603439331, discriminative loss: 7.217952251434326
Iteration 547, total loss: 1.0002142190933228, discriminative loss: 7.238597393035889
Iteration 548, total loss: 1.0000708103179932, discriminative loss: 7.064168453216553
Iteration 549, total loss: 1.0000324249267578, discriminative loss: 7.023858070373535
Iteration 550, total loss: 1.0001767873764038, discriminative loss: 7.116772651672363
Iteration 551, total loss: 1.000058889389038, discriminative loss: 7.1518874168396
Iteration 552, total loss: 1.000067114830017, discriminative loss: 7.247191429138184
Iteration 553, total loss: 1.0000425577163696, discriminative loss: 7.159396648406982
Iteration 554, total loss: 1.0000554323196411, discriminative loss: 7.126735687255859
Iteration 555, total loss: 1.0000510215759277, discriminative loss: 7.1618266105651855
Iteration 556, total loss: 1.0000524520874023, discriminative loss: 7.001269340515137
Iteration 557, total loss: 1.0000296831130981, discriminative loss: 7.14206600189209
Iteration 558, total loss: 1.0000296831130981, discriminative loss: 7.204133033752441
Iteration 559, total loss: 1.0000678300857544, discriminative loss: 7.204590797424316
Iteration 560, total loss: 1.0001168251037598, discriminative loss: 7.153260707855225
Iteration 561, total loss: 1.000036597251892, discriminative loss: 7.176846981048584
Iteration 562, total loss: 1.0000391006469727, discriminative loss: 7.302114486694336
Iteration 563, total loss: 1.0002394914627075, discriminative loss: 7.244475364685059
Iteration 564, total loss: 1.0000272989273071, discriminative loss: 7.186604976654053
Iteration 565, total loss: 1.0000929832458496, discriminative loss: 6.945850372314453
Iteration 566, total loss: 1.0001561641693115, discriminative loss: 7.101984977722168
Iteration 567, total loss: 1.0000823736190796, discriminative loss: 7.213711738586426
Iteration 568, total loss: 1.0000580549240112, discriminative loss: 7.10982608795166
Iteration 569, total loss: 1.0002214908599854, discriminative loss: 7.224274635314941
Iteration 570, total loss: 1.0000520944595337, discriminative loss: 7.308710098266602
Iteration 571, total loss: 1.0000914335250854, discriminative loss: 7.150904655456543
Iteration 572, total loss: 1.000268816947937, discriminative loss: 6.962402820587158
Iteration 573, total loss: 1.000044345855713, discriminative loss: 7.275705814361572
Iteration 574, total loss: 1.0001592636108398, discriminative loss: 7.202340602874756
Iteration 575, total loss: 1.0000429153442383, discriminative loss: 7.251091957092285
Iteration 576, total loss: 1.0001507997512817, discriminative loss: 7.113152503967285
Iteration 577, total loss: 1.000063419342041, discriminative loss: 7.062695503234863
Iteration 578, total loss: 1.0000190734863281, discriminative loss: 7.086264133453369
Iteration 579, total loss: 1.000035047531128, discriminative loss: 7.115252494812012
Iteration 580, total loss: 1.0000860691070557, discriminative loss: 7.3175482749938965
Iteration 581, total loss: 1.0001827478408813, discriminative loss: 7.210269927978516
Iteration 582, total loss: 1.0000569820404053, discriminative loss: 7.001234531402588
Iteration 583, total loss: 1.0000331401824951, discriminative loss: 7.14258337020874
Iteration 584, total loss: 1.0000455379486084, discriminative loss: 7.283755302429199
Iteration 585, total loss: 1.0003551244735718, discriminative loss: 7.192996978759766
Iteration 586, total loss: 1.0003165006637573, discriminative loss: 7.130120277404785
Iteration 587, total loss: 1.0000598430633545, discriminative loss: 7.151387691497803
Iteration 588, total loss: 1.0001438856124878, discriminative loss: 7.0993332862854
Iteration 589, total loss: 1.0000741481781006, discriminative loss: 7.161585330963135
Iteration 590, total loss: 1.0000146627426147, discriminative loss: 7.325013637542725
Iteration 591, total loss: 1.0000091791152954, discriminative loss: 7.115262508392334
Iteration 592, total loss: 1.0003151893615723, discriminative loss: 7.16417932510376
Iteration 593, total loss: 1.0000245571136475, discriminative loss: 7.129380226135254
Iteration 594, total loss: 1.0001052618026733, discriminative loss: 7.227386474609375
Iteration 595, total loss: 1.0000543594360352, discriminative loss: 7.250931262969971
Iteration 596, total loss: 1.000186800956726, discriminative loss: 7.156159400939941
Iteration 597, total loss: 1.0000478029251099, discriminative loss: 7.08094596862793
Iteration 598, total loss: 1.0000358819961548, discriminative loss: 7.128530502319336
Iteration 599, total loss: 1.0000345706939697, discriminative loss: 7.142546653747559
Iteration 600, total loss: 1.0000224113464355, discriminative loss: 7.215360641479492
Iteration 601, total loss: 1.0001788139343262, discriminative loss: 7.203804969787598
Iteration 602, total loss: 1.0001418590545654, discriminative loss: 7.188663005828857
Iteration 603, total loss: 1.000346064567566, discriminative loss: 7.191908836364746
Iteration 604, total loss: 1.0002368688583374, discriminative loss: 7.281759262084961
Iteration 605, total loss: 1.0000801086425781, discriminative loss: 7.199208736419678
Iteration 606, total loss: 1.0000990629196167, discriminative loss: 7.081002235412598
Iteration 607, total loss: 1.00003182888031, discriminative loss: 7.156288146972656
Iteration 608, total loss: 1.0000413656234741, discriminative loss: 7.362130165100098
Iteration 609, total loss: 1.0000855922698975, discriminative loss: 7.119880199432373
Iteration 610, total loss: 1.0000523328781128, discriminative loss: 7.092508792877197
Iteration 611, total loss: 1.000085711479187, discriminative loss: 7.0804057121276855
Iteration 612, total loss: 1.0000489950180054, discriminative loss: 7.237556457519531
Iteration 613, total loss: 1.0001424551010132, discriminative loss: 7.065883636474609
Iteration 614, total loss: 1.0000474452972412, discriminative loss: 7.171950340270996
Iteration 615, total loss: 1.0000733137130737, discriminative loss: 7.229413032531738
Iteration 616, total loss: 1.0001318454742432, discriminative loss: 7.187142372131348
Iteration 617, total loss: 1.000040054321289, discriminative loss: 7.1838226318359375
Iteration 618, total loss: 1.0000306367874146, discriminative loss: 7.227049350738525
Iteration 619, total loss: 1.0000324249267578, discriminative loss: 7.122072219848633
Iteration 620, total loss: 1.0000184774398804, discriminative loss: 7.019012928009033
Iteration 621, total loss: 1.0000147819519043, discriminative loss: 7.039426803588867
Iteration 622, total loss: 1.0000582933425903, discriminative loss: 7.153040885925293
Iteration 623, total loss: 1.0001420974731445, discriminative loss: 7.188529014587402
Iteration 624, total loss: 1.000098466873169, discriminative loss: 7.115039348602295
Iteration 625, total loss: 1.0000171661376953, discriminative loss: 7.222195625305176
Iteration 626, total loss: 1.0001243352890015, discriminative loss: 7.144962310791016
Iteration 627, total loss: 1.0001118183135986, discriminative loss: 7.183777809143066
Iteration 628, total loss: 1.0000261068344116, discriminative loss: 7.131310939788818
Iteration 629, total loss: 1.0000479221343994, discriminative loss: 7.175474643707275
Iteration 630, total loss: 1.0000190734863281, discriminative loss: 7.192192077636719
Iteration 631, total loss: 1.000096082687378, discriminative loss: 7.119921684265137
Iteration 632, total loss: 1.000035047531128, discriminative loss: 7.106307506561279
Iteration 633, total loss: 1.0002491474151611, discriminative loss: 7.223029136657715
Iteration 634, total loss: 1.0002449750900269, discriminative loss: 7.124654769897461
Iteration 635, total loss: 1.0000228881835938, discriminative loss: 7.054288864135742
Iteration 636, total loss: 1.0004644393920898, discriminative loss: 7.281370639801025
Iteration 637, total loss: 1.0000340938568115, discriminative loss: 7.002864360809326
Iteration 638, total loss: 1.0000799894332886, discriminative loss: 7.1553144454956055
Iteration 639, total loss: 1.000099778175354, discriminative loss: 7.1288018226623535
Iteration 640, total loss: 1.000067949295044, discriminative loss: 7.073590278625488
Iteration 641, total loss: 1.0000380277633667, discriminative loss: 7.17396354675293
Iteration 642, total loss: 1.000049114227295, discriminative loss: 7.238579750061035
Iteration 643, total loss: 1.0000358819961548, discriminative loss: 7.169206619262695
Iteration 644, total loss: 1.0000513792037964, discriminative loss: 7.166910171508789
Iteration 645, total loss: 1.0000580549240112, discriminative loss: 7.131974220275879
Iteration 646, total loss: 1.000144600868225, discriminative loss: 7.10022497177124
Iteration 647, total loss: 1.0000123977661133, discriminative loss: 7.21904993057251
Iteration 648, total loss: 1.0000205039978027, discriminative loss: 7.094186782836914
Iteration 649, total loss: 1.0002162456512451, discriminative loss: 7.136520862579346
Iteration 650, total loss: 1.0000375509262085, discriminative loss: 7.255224227905273
Iteration 651, total loss: 1.0001482963562012, discriminative loss: 7.016269683837891
Iteration 652, total loss: 1.0000163316726685, discriminative loss: 7.120134353637695
Iteration 653, total loss: 1.0000638961791992, discriminative loss: 7.097967147827148
Iteration 654, total loss: 1.0000640153884888, discriminative loss: 7.108913421630859
Iteration 655, total loss: 1.0000485181808472, discriminative loss: 7.222620487213135
Iteration 656, total loss: 1.0000181198120117, discriminative loss: 7.161129951477051
Iteration 657, total loss: 1.0000202655792236, discriminative loss: 7.150446891784668
Iteration 658, total loss: 1.0000277757644653, discriminative loss: 7.120742321014404
Iteration 659, total loss: 1.0000728368759155, discriminative loss: 7.083443641662598
Iteration 660, total loss: 1.0000619888305664, discriminative loss: 7.2420501708984375
Iteration 661, total loss: 1.000038981437683, discriminative loss: 7.089824199676514
Iteration 662, total loss: 1.0000331401824951, discriminative loss: 7.24622917175293
Iteration 663, total loss: 1.000099778175354, discriminative loss: 7.124821662902832
Training completed
Model saved to file: /home/im-zbox2/harpreet/github/anomaly-svm-study/deep_one_class_features/results/trained_model.h5
