Config: rmsprop, lambda=1.0, batch size=32, epochs=2 with compactness and discriminative loss optimized

Using TensorFlow backend.
Reference model built
Secondary model built
Total number of iterations: 1329
Iteration 0, total loss: 10.060726165771484, discriminative loss: 9.974710464477539
Iteration 381, total loss: 6.991676330566406, discriminative loss: 6.991676330566406
Iteration 382, total loss: 6.970987319946289, discriminative loss: 6.970987319946289
Iteration 383, total loss: 6.832072734832764, discriminative loss: 6.832072734832764
Iteration 384, total loss: 6.821741104125977, discriminative loss: 6.821741104125977
Iteration 385, total loss: 6.9639434814453125, discriminative loss: 6.9639434814453125
Iteration 386, total loss: 6.978305816650391, discriminative loss: 6.978305816650391
Iteration 387, total loss: 7.019111633300781, discriminative loss: 7.019111633300781
Iteration 388, total loss: 7.052531719207764, discriminative loss: 7.052531719207764
Iteration 389, total loss: 6.98293399810791, discriminative loss: 6.98293399810791
Iteration 390, total loss: 7.007020950317383, discriminative loss: 7.007020950317383
Iteration 391, total loss: 7.058128356933594, discriminative loss: 7.058128356933594
Iteration 392, total loss: 7.027420520782471, discriminative loss: 7.027420520782471
Iteration 393, total loss: 7.0060248374938965, discriminative loss: 7.0060248374938965
Iteration 394, total loss: 6.939727783203125, discriminative loss: 6.939727783203125
Iteration 395, total loss: 7.0101704597473145, discriminative loss: 7.0101704597473145
Iteration 396, total loss: 7.029423713684082, discriminative loss: 7.029423713684082
Iteration 397, total loss: 6.859745502471924, discriminative loss: 6.859745502471924
Iteration 398, total loss: 6.906174659729004, discriminative loss: 6.906174659729004
Iteration 399, total loss: 6.81256628036499, discriminative loss: 6.81256628036499
Iteration 400, total loss: 6.990538120269775, discriminative loss: 6.990538120269775
Iteration 401, total loss: 6.947691440582275, discriminative loss: 6.947691440582275
Iteration 402, total loss: 6.99712610244751, discriminative loss: 6.99712610244751
Iteration 403, total loss: 6.909904479980469, discriminative loss: 6.909904479980469
Iteration 404, total loss: 7.017809867858887, discriminative loss: 7.017809867858887
Iteration 405, total loss: 6.935186862945557, discriminative loss: 6.935186862945557
Iteration 406, total loss: 6.954650402069092, discriminative loss: 6.954650402069092
Iteration 407, total loss: 6.8867387771606445, discriminative loss: 6.8867387771606445
Iteration 408, total loss: 6.981003284454346, discriminative loss: 6.981003284454346
Iteration 409, total loss: 6.826777458190918, discriminative loss: 6.826777458190918
Iteration 410, total loss: 6.912282943725586, discriminative loss: 6.912282943725586
Iteration 411, total loss: 6.90484619140625, discriminative loss: 6.90484619140625
Iteration 412, total loss: 6.969607830047607, discriminative loss: 6.969607830047607
Iteration 413, total loss: 7.025784015655518, discriminative loss: 7.025784015655518
Iteration 414, total loss: 6.904252052307129, discriminative loss: 6.904252052307129
Iteration 415, total loss: 7.0047502517700195, discriminative loss: 7.0047502517700195
Iteration 416, total loss: 6.913979530334473, discriminative loss: 6.913979530334473
Iteration 417, total loss: 7.046028137207031, discriminative loss: 7.046028137207031
Iteration 418, total loss: 7.027667045593262, discriminative loss: 7.027667045593262
Iteration 419, total loss: 6.968706130981445, discriminative loss: 6.968706130981445
Iteration 420, total loss: 6.980173587799072, discriminative loss: 6.980173587799072
Iteration 421, total loss: 6.982574939727783, discriminative loss: 6.982574462890625
Iteration 422, total loss: 6.913923263549805, discriminative loss: 6.913923263549805
Iteration 423, total loss: 7.007332801818848, discriminative loss: 7.007332801818848
Iteration 424, total loss: 6.872344017028809, discriminative loss: 6.872344017028809
Iteration 425, total loss: 6.977849960327148, discriminative loss: 6.977849960327148
Iteration 426, total loss: 6.990440368652344, discriminative loss: 6.990440368652344
Iteration 427, total loss: 7.000673294067383, discriminative loss: 7.000673294067383
Iteration 428, total loss: 6.953362941741943, discriminative loss: 6.953362941741943
Iteration 429, total loss: 6.984378337860107, discriminative loss: 6.984378337860107
Iteration 430, total loss: 6.987973213195801, discriminative loss: 6.987973213195801
Iteration 431, total loss: 6.946353435516357, discriminative loss: 6.946353435516357
Iteration 432, total loss: 6.930309772491455, discriminative loss: 6.930309772491455
Iteration 433, total loss: 6.934985637664795, discriminative loss: 6.934985637664795
Iteration 434, total loss: 6.990809440612793, discriminative loss: 6.990809440612793
Iteration 435, total loss: 6.8828229904174805, discriminative loss: 6.8828229904174805
Iteration 436, total loss: 6.940485954284668, discriminative loss: 6.940485954284668
Iteration 437, total loss: 6.904092311859131, discriminative loss: 6.904092311859131
Iteration 438, total loss: 7.021265029907227, discriminative loss: 7.021265029907227
Iteration 439, total loss: 6.9283766746521, discriminative loss: 6.9283766746521
Iteration 440, total loss: 6.91039514541626, discriminative loss: 6.910394668579102
Iteration 441, total loss: 6.918391704559326, discriminative loss: 6.918391704559326
Iteration 442, total loss: 6.976465225219727, discriminative loss: 6.976465225219727
Iteration 443, total loss: 6.932185173034668, discriminative loss: 6.932185173034668
Iteration 444, total loss: 6.995871543884277, discriminative loss: 6.995871543884277
Iteration 445, total loss: 6.927920341491699, discriminative loss: 6.927920341491699
Iteration 446, total loss: 7.011626243591309, discriminative loss: 7.011626243591309
Iteration 447, total loss: 6.923290729522705, discriminative loss: 6.923290729522705
Iteration 448, total loss: 7.017534255981445, discriminative loss: 7.017534255981445
Iteration 449, total loss: 7.005372524261475, discriminative loss: 7.005372524261475
Iteration 450, total loss: 6.996609687805176, discriminative loss: 6.996609687805176
Iteration 451, total loss: 7.030757904052734, discriminative loss: 7.030757904052734
Iteration 452, total loss: 7.000831604003906, discriminative loss: 7.000831604003906
Iteration 453, total loss: 6.911525726318359, discriminative loss: 6.911525726318359
Iteration 454, total loss: 6.958237648010254, discriminative loss: 6.958237648010254
Iteration 455, total loss: 6.952378749847412, discriminative loss: 6.952378749847412
Iteration 456, total loss: 7.018617153167725, discriminative loss: 7.018617153167725
Iteration 457, total loss: 6.970644474029541, discriminative loss: 6.970644474029541
Iteration 458, total loss: 6.8987860679626465, discriminative loss: 6.8987860679626465
Iteration 459, total loss: 7.020665168762207, discriminative loss: 7.020665168762207
Iteration 460, total loss: 6.900771141052246, discriminative loss: 6.900771141052246
Iteration 461, total loss: 6.925693988800049, discriminative loss: 6.925693988800049
Iteration 462, total loss: 7.029967308044434, discriminative loss: 7.029967308044434
Iteration 463, total loss: 6.956501007080078, discriminative loss: 6.956501007080078
Iteration 464, total loss: 6.9710693359375, discriminative loss: 6.9710693359375
Iteration 465, total loss: 6.976876258850098, discriminative loss: 6.976876258850098
Iteration 466, total loss: 6.9535417556762695, discriminative loss: 6.9535417556762695
Iteration 467, total loss: 6.928431987762451, discriminative loss: 6.928431987762451
Iteration 468, total loss: 7.00533390045166, discriminative loss: 7.00533390045166
Iteration 469, total loss: 6.966882705688477, discriminative loss: 6.966882705688477
Iteration 470, total loss: 6.930978775024414, discriminative loss: 6.930978775024414
Iteration 471, total loss: 6.862168788909912, discriminative loss: 6.862168788909912
Iteration 472, total loss: 7.077219009399414, discriminative loss: 7.077219009399414
Iteration 473, total loss: 6.982979774475098, discriminative loss: 6.982979774475098
Iteration 474, total loss: 6.916413307189941, discriminative loss: 6.916413307189941
Iteration 475, total loss: 6.952266216278076, discriminative loss: 6.952266216278076
Iteration 476, total loss: 7.047401428222656, discriminative loss: 7.047401428222656
Iteration 477, total loss: 6.8755903244018555, discriminative loss: 6.8755903244018555
Iteration 478, total loss: 6.910750865936279, discriminative loss: 6.910750865936279
Iteration 479, total loss: 6.929134845733643, discriminative loss: 6.929134845733643
Iteration 480, total loss: 6.957640647888184, discriminative loss: 6.957640647888184
Iteration 481, total loss: 6.920205116271973, discriminative loss: 6.920205116271973
Iteration 482, total loss: 6.995153903961182, discriminative loss: 6.995153903961182
Iteration 483, total loss: 6.898453712463379, discriminative loss: 6.898453712463379
Iteration 484, total loss: 6.852832317352295, discriminative loss: 6.852832317352295
Iteration 485, total loss: 6.916193008422852, discriminative loss: 6.916193008422852
Iteration 486, total loss: 6.873965740203857, discriminative loss: 6.873965740203857
Iteration 487, total loss: 7.007045269012451, discriminative loss: 7.007045269012451
Iteration 488, total loss: 7.020959854125977, discriminative loss: 7.020959854125977
Iteration 489, total loss: 7.0363569259643555, discriminative loss: 7.0363569259643555
Iteration 490, total loss: 6.933429718017578, discriminative loss: 6.933429718017578
Iteration 491, total loss: 6.920053482055664, discriminative loss: 6.920053482055664
Iteration 492, total loss: 6.97738790512085, discriminative loss: 6.97738790512085
Iteration 493, total loss: 7.000536918640137, discriminative loss: 7.000536918640137
Iteration 494, total loss: 6.931488513946533, discriminative loss: 6.931488513946533
Iteration 495, total loss: 6.974037170410156, discriminative loss: 6.974037170410156
Iteration 496, total loss: 6.993483543395996, discriminative loss: 6.993483543395996
Iteration 497, total loss: 7.0096940994262695, discriminative loss: 7.0096940994262695
Iteration 498, total loss: 6.932083606719971, discriminative loss: 6.932083606719971
Iteration 499, total loss: 7.065373420715332, discriminative loss: 7.065373420715332
Iteration 500, total loss: 6.981302738189697, discriminative loss: 6.981302738189697
Iteration 501, total loss: 6.938979148864746, discriminative loss: 6.938979148864746
Iteration 502, total loss: 6.881604194641113, discriminative loss: 6.881604194641113
Iteration 503, total loss: 6.95145320892334, discriminative loss: 6.95145320892334
Iteration 504, total loss: 7.061515808105469, discriminative loss: 7.061515808105469
Iteration 505, total loss: 6.886462211608887, discriminative loss: 6.886462211608887
Iteration 506, total loss: 6.951715469360352, discriminative loss: 6.951715469360352
Iteration 507, total loss: 6.961082458496094, discriminative loss: 6.961082458496094
Iteration 508, total loss: 6.916346549987793, discriminative loss: 6.916346549987793
Iteration 509, total loss: 6.9372758865356445, discriminative loss: 6.9372758865356445
Iteration 510, total loss: 6.929178714752197, discriminative loss: 6.929178714752197
Iteration 511, total loss: 6.920792102813721, discriminative loss: 6.920792102813721
Iteration 512, total loss: 6.919361591339111, discriminative loss: 6.919361591339111
Iteration 513, total loss: 6.883410453796387, discriminative loss: 6.883410453796387
Iteration 514, total loss: 6.869081497192383, discriminative loss: 6.869081497192383
Iteration 515, total loss: 6.902741432189941, discriminative loss: 6.902741432189941
Iteration 516, total loss: 6.958225250244141, discriminative loss: 6.958225250244141
Iteration 517, total loss: 6.974185943603516, discriminative loss: 6.974185943603516
Iteration 518, total loss: 6.916390419006348, discriminative loss: 6.916390419006348
Iteration 519, total loss: 6.918876647949219, discriminative loss: 6.918876647949219
Iteration 520, total loss: 6.9488139152526855, discriminative loss: 6.9488139152526855
Iteration 521, total loss: 6.955624580383301, discriminative loss: 6.955624580383301
Iteration 522, total loss: 6.875880241394043, discriminative loss: 6.875880241394043
Iteration 523, total loss: 6.9407124519348145, discriminative loss: 6.9407124519348145
Iteration 524, total loss: 6.949288368225098, discriminative loss: 6.949288368225098
Iteration 525, total loss: 6.913835525512695, discriminative loss: 6.913835525512695
Iteration 526, total loss: 6.985102653503418, discriminative loss: 6.985102653503418
Iteration 527, total loss: 7.009592533111572, discriminative loss: 7.009592533111572
Iteration 528, total loss: 6.973187446594238, discriminative loss: 6.973187446594238
Iteration 529, total loss: 6.934033393859863, discriminative loss: 6.934033393859863
Iteration 530, total loss: 6.937386512756348, discriminative loss: 6.937386512756348
Iteration 531, total loss: 6.981135368347168, discriminative loss: 6.981135368347168
Iteration 532, total loss: 6.9748735427856445, discriminative loss: 6.9748735427856445
Iteration 533, total loss: 7.008305549621582, discriminative loss: 7.008305549621582
Iteration 534, total loss: 6.911445140838623, discriminative loss: 6.911445140838623
Iteration 535, total loss: 6.929866790771484, discriminative loss: 6.929866790771484
Iteration 536, total loss: 6.964150428771973, discriminative loss: 6.964150428771973
Iteration 537, total loss: 6.98762845993042, discriminative loss: 6.98762845993042
Iteration 538, total loss: 6.942710876464844, discriminative loss: 6.942710876464844
Iteration 539, total loss: 6.90925931930542, discriminative loss: 6.90925931930542
Iteration 540, total loss: 6.953202247619629, discriminative loss: 6.953202247619629
Iteration 541, total loss: 6.898049354553223, discriminative loss: 6.898049354553223
Iteration 542, total loss: 6.98510217666626, discriminative loss: 6.98510217666626
Iteration 543, total loss: 6.980612277984619, discriminative loss: 6.980612277984619
Iteration 544, total loss: 6.998294830322266, discriminative loss: 6.998294830322266
Iteration 545, total loss: 6.984703063964844, discriminative loss: 6.984703063964844
Iteration 546, total loss: 6.946569442749023, discriminative loss: 6.946569442749023
Iteration 547, total loss: 6.950138092041016, discriminative loss: 6.950138092041016
Iteration 548, total loss: 6.90371036529541, discriminative loss: 6.90371036529541
Iteration 549, total loss: 6.972150802612305, discriminative loss: 6.972150802612305
Iteration 550, total loss: 6.837666988372803, discriminative loss: 6.837666988372803
Iteration 551, total loss: 6.9524641036987305, discriminative loss: 6.9524641036987305
Iteration 552, total loss: 6.912396430969238, discriminative loss: 6.912396430969238
Iteration 553, total loss: 6.8955397605896, discriminative loss: 6.8955397605896
Iteration 554, total loss: 6.872769355773926, discriminative loss: 6.872769355773926
Iteration 555, total loss: 7.012392044067383, discriminative loss: 7.012392044067383
Iteration 556, total loss: 6.868401050567627, discriminative loss: 6.868401050567627
Iteration 557, total loss: 6.901435375213623, discriminative loss: 6.901435375213623
Iteration 558, total loss: 6.980525970458984, discriminative loss: 6.980525970458984
Iteration 559, total loss: 6.9306230545043945, discriminative loss: 6.9306230545043945
Iteration 560, total loss: 7.024069786071777, discriminative loss: 7.024069786071777
Iteration 561, total loss: 6.922863960266113, discriminative loss: 6.922863960266113
Iteration 562, total loss: 6.848908424377441, discriminative loss: 6.848908424377441
Iteration 563, total loss: 6.950010776519775, discriminative loss: 6.950010776519775
Iteration 564, total loss: 6.945842266082764, discriminative loss: 6.945842266082764
Iteration 565, total loss: 6.943666458129883, discriminative loss: 6.943666458129883
Iteration 566, total loss: 6.976422309875488, discriminative loss: 6.976422309875488
Iteration 567, total loss: 6.902876853942871, discriminative loss: 6.902876853942871
Iteration 568, total loss: 6.954723834991455, discriminative loss: 6.954723834991455
Iteration 569, total loss: 6.97493314743042, discriminative loss: 6.97493314743042
Iteration 570, total loss: 7.027251243591309, discriminative loss: 7.027251243591309
Iteration 571, total loss: 6.99528694152832, discriminative loss: 6.99528694152832
Iteration 572, total loss: 7.058814525604248, discriminative loss: 7.058814525604248
Iteration 573, total loss: 6.961244583129883, discriminative loss: 6.961244583129883
Iteration 574, total loss: 6.982073783874512, discriminative loss: 6.982073783874512
Iteration 575, total loss: 6.919878959655762, discriminative loss: 6.919878959655762
Iteration 576, total loss: 6.944217681884766, discriminative loss: 6.944217681884766
Iteration 577, total loss: 6.807518482208252, discriminative loss: 6.807518482208252
Iteration 578, total loss: 6.886126518249512, discriminative loss: 6.886126518249512
Iteration 579, total loss: 7.052611351013184, discriminative loss: 7.052611351013184
Iteration 580, total loss: 6.972332000732422, discriminative loss: 6.972332000732422
Iteration 581, total loss: 6.944272994995117, discriminative loss: 6.944272994995117
Iteration 582, total loss: 6.971044540405273, discriminative loss: 6.971044540405273
Iteration 583, total loss: 6.913679122924805, discriminative loss: 6.913679122924805
Iteration 584, total loss: 6.955901145935059, discriminative loss: 6.955901145935059
Iteration 585, total loss: 6.879552841186523, discriminative loss: 6.879552841186523
Iteration 586, total loss: 7.024413108825684, discriminative loss: 7.024413108825684
Iteration 587, total loss: 6.979595184326172, discriminative loss: 6.979595184326172
Iteration 588, total loss: 7.007582664489746, discriminative loss: 7.007582664489746
Iteration 589, total loss: 6.982758045196533, discriminative loss: 6.982758045196533
Iteration 590, total loss: 6.955294132232666, discriminative loss: 6.955294132232666
Iteration 591, total loss: 6.944293975830078, discriminative loss: 6.944293975830078
Iteration 592, total loss: 6.911835670471191, discriminative loss: 6.911835670471191
Iteration 593, total loss: 6.992749214172363, discriminative loss: 6.992749214172363
Iteration 594, total loss: 6.919767379760742, discriminative loss: 6.919767379760742
Iteration 595, total loss: 7.019545555114746, discriminative loss: 7.019545555114746
Iteration 596, total loss: 6.865883827209473, discriminative loss: 6.865883827209473
Iteration 597, total loss: 6.883766174316406, discriminative loss: 6.883766174316406
Iteration 598, total loss: 6.956481456756592, discriminative loss: 6.956481456756592
Iteration 599, total loss: 6.859797477722168, discriminative loss: 6.859797477722168
Iteration 600, total loss: 7.049990653991699, discriminative loss: 7.049990653991699
Iteration 601, total loss: 6.897794723510742, discriminative loss: 6.897794723510742
Iteration 602, total loss: 6.9897003173828125, discriminative loss: 6.9897003173828125
Iteration 603, total loss: 7.00376033782959, discriminative loss: 7.00376033782959
Iteration 604, total loss: 6.962786674499512, discriminative loss: 6.962786674499512
Iteration 605, total loss: 6.8550004959106445, discriminative loss: 6.8550004959106445
Iteration 606, total loss: 6.906347274780273, discriminative loss: 6.906347274780273
Iteration 607, total loss: 6.974503517150879, discriminative loss: 6.974503517150879
Iteration 608, total loss: 6.9261884689331055, discriminative loss: 6.9261884689331055
Iteration 609, total loss: 6.907849311828613, discriminative loss: 6.907849311828613
Iteration 610, total loss: 6.989927291870117, discriminative loss: 6.989927291870117
Iteration 611, total loss: 6.853046417236328, discriminative loss: 6.853046417236328
Iteration 612, total loss: 6.908293724060059, discriminative loss: 6.908293724060059
Iteration 613, total loss: 6.974077224731445, discriminative loss: 6.974077224731445
Iteration 614, total loss: 6.965502738952637, discriminative loss: 6.965502738952637
Iteration 615, total loss: 6.855600357055664, discriminative loss: 6.855600357055664
Iteration 616, total loss: 7.064334869384766, discriminative loss: 7.064334869384766
Iteration 617, total loss: 6.939204216003418, discriminative loss: 6.939204216003418
Iteration 618, total loss: 6.880287170410156, discriminative loss: 6.880287170410156
Iteration 619, total loss: 6.917263984680176, discriminative loss: 6.917263984680176
Iteration 620, total loss: 6.96915864944458, discriminative loss: 6.96915864944458
Iteration 621, total loss: 6.905786037445068, discriminative loss: 6.905786037445068
Iteration 622, total loss: 7.0349955558776855, discriminative loss: 7.0349955558776855
Iteration 623, total loss: 7.024650573730469, discriminative loss: 7.024650573730469
Iteration 624, total loss: 6.899587631225586, discriminative loss: 6.899587631225586
Iteration 625, total loss: 6.960230827331543, discriminative loss: 6.960230827331543
Iteration 626, total loss: 6.9409050941467285, discriminative loss: 6.9409050941467285
Iteration 627, total loss: 7.020605087280273, discriminative loss: 7.020605087280273
Iteration 628, total loss: 6.9696807861328125, discriminative loss: 6.9696807861328125
Iteration 629, total loss: 6.933816432952881, discriminative loss: 6.933816432952881
Iteration 630, total loss: 6.863572597503662, discriminative loss: 6.863572597503662
Iteration 631, total loss: 6.86537504196167, discriminative loss: 6.86537504196167
Iteration 632, total loss: 6.971695899963379, discriminative loss: 6.971695899963379
Iteration 633, total loss: 6.919434070587158, discriminative loss: 6.919434070587158
Iteration 634, total loss: 7.0395660400390625, discriminative loss: 7.0395660400390625
Iteration 635, total loss: 6.82636833190918, discriminative loss: 6.82636833190918
Iteration 636, total loss: 6.996581554412842, discriminative loss: 6.996581554412842
Iteration 637, total loss: 6.918921947479248, discriminative loss: 6.918921947479248
Iteration 638, total loss: 6.968684673309326, discriminative loss: 6.968684673309326
Iteration 639, total loss: 6.939128875732422, discriminative loss: 6.939128875732422
Iteration 640, total loss: 6.915457248687744, discriminative loss: 6.915457248687744
Iteration 641, total loss: 7.014633655548096, discriminative loss: 7.014633655548096
Iteration 642, total loss: 6.87688684463501, discriminative loss: 6.87688684463501
Iteration 643, total loss: 7.01815128326416, discriminative loss: 7.01815128326416
Iteration 644, total loss: 7.001173496246338, discriminative loss: 7.001173496246338
Iteration 645, total loss: 7.000716209411621, discriminative loss: 7.000716209411621
Iteration 646, total loss: 7.013253688812256, discriminative loss: 7.013253688812256
Iteration 647, total loss: 6.822166919708252, discriminative loss: 6.822166919708252
Iteration 648, total loss: 6.872243404388428, discriminative loss: 6.872243404388428
Iteration 649, total loss: 6.862362384796143, discriminative loss: 6.862362384796143
Iteration 650, total loss: 6.964434623718262, discriminative loss: 6.964434623718262
Iteration 651, total loss: 7.011181354522705, discriminative loss: 7.011181354522705
Iteration 652, total loss: 6.937130928039551, discriminative loss: 6.937130928039551
Iteration 653, total loss: 6.94891357421875, discriminative loss: 6.94891357421875
Iteration 654, total loss: 7.052947044372559, discriminative loss: 7.052947044372559
Iteration 655, total loss: 6.951593399047852, discriminative loss: 6.951593399047852
Iteration 656, total loss: 6.912057876586914, discriminative loss: 6.912057876586914
Iteration 657, total loss: 6.92225456237793, discriminative loss: 6.92225456237793
Iteration 658, total loss: 6.913990020751953, discriminative loss: 6.913990020751953
Iteration 659, total loss: 6.8553242683410645, discriminative loss: 6.8553242683410645
Iteration 660, total loss: 6.931910514831543, discriminative loss: 6.931910514831543
Iteration 661, total loss: 6.924021244049072, discriminative loss: 6.924021244049072
Iteration 662, total loss: 6.913689613342285, discriminative loss: 6.913689613342285
Iteration 663, total loss: 6.954483509063721, discriminative loss: 6.954483509063721
Iteration 664, total loss: 7.011374473571777, discriminative loss: 7.011374473571777
Iteration 665, total loss: 6.984519004821777, discriminative loss: 6.984519004821777
Iteration 666, total loss: 6.926023960113525, discriminative loss: 6.926023960113525
Iteration 667, total loss: 7.001188278198242, discriminative loss: 7.001188278198242
Iteration 668, total loss: 7.039587020874023, discriminative loss: 7.039587020874023
Iteration 669, total loss: 6.9353461265563965, discriminative loss: 6.9353461265563965
Iteration 670, total loss: 6.912394046783447, discriminative loss: 6.912394046783447
Iteration 671, total loss: 7.014269828796387, discriminative loss: 7.014269828796387
Iteration 672, total loss: 6.977638244628906, discriminative loss: 6.977638244628906
Iteration 673, total loss: 7.073996543884277, discriminative loss: 7.073996543884277
Iteration 674, total loss: 6.925673484802246, discriminative loss: 6.925673484802246
Iteration 675, total loss: 6.94649600982666, discriminative loss: 6.94649600982666
Iteration 676, total loss: 7.041267395019531, discriminative loss: 7.041267395019531
Iteration 677, total loss: 6.906106948852539, discriminative loss: 6.906106948852539
Iteration 678, total loss: 6.94852352142334, discriminative loss: 6.94852352142334
Iteration 679, total loss: 6.975427627563477, discriminative loss: 6.975427627563477
Iteration 680, total loss: 6.961074352264404, discriminative loss: 6.961074352264404
Iteration 681, total loss: 6.931845664978027, discriminative loss: 6.931845664978027
Iteration 682, total loss: 6.996103286743164, discriminative loss: 6.996103286743164
Iteration 683, total loss: 6.887596607208252, discriminative loss: 6.887596607208252
Iteration 684, total loss: 6.901524066925049, discriminative loss: 6.901524066925049
Iteration 685, total loss: 6.908227920532227, discriminative loss: 6.908227920532227
Iteration 686, total loss: 6.851072788238525, discriminative loss: 6.851072788238525
Iteration 687, total loss: 6.999073028564453, discriminative loss: 6.999073028564453
Iteration 688, total loss: 6.946094989776611, discriminative loss: 6.946094989776611
Iteration 689, total loss: 6.9801788330078125, discriminative loss: 6.9801788330078125
Iteration 690, total loss: 6.904176235198975, discriminative loss: 6.904176235198975
Iteration 691, total loss: 7.032135963439941, discriminative loss: 7.032135963439941
Iteration 692, total loss: 6.978673458099365, discriminative loss: 6.978673458099365
Iteration 693, total loss: 7.021486759185791, discriminative loss: 7.021486759185791
Iteration 694, total loss: 6.9901347160339355, discriminative loss: 6.9901347160339355
Iteration 695, total loss: 6.995953559875488, discriminative loss: 6.995953559875488
Iteration 696, total loss: 6.95222282409668, discriminative loss: 6.95222282409668
Iteration 697, total loss: 6.998215198516846, discriminative loss: 6.998215198516846
Iteration 698, total loss: 6.9508867263793945, discriminative loss: 6.9508867263793945
Iteration 699, total loss: 6.9977312088012695, discriminative loss: 6.9977312088012695
Iteration 700, total loss: 6.944450378417969, discriminative loss: 6.944450378417969
Iteration 701, total loss: 6.945310115814209, discriminative loss: 6.945310115814209
Iteration 702, total loss: 7.014303207397461, discriminative loss: 7.014303207397461
Iteration 703, total loss: 7.005587100982666, discriminative loss: 7.005587100982666
Iteration 704, total loss: 6.996591091156006, discriminative loss: 6.996591091156006
Iteration 705, total loss: 6.945401191711426, discriminative loss: 6.945401191711426
Iteration 706, total loss: 6.931523323059082, discriminative loss: 6.931523323059082
Iteration 707, total loss: 6.901890754699707, discriminative loss: 6.901890754699707
Iteration 708, total loss: 6.959195137023926, discriminative loss: 6.959195137023926
Iteration 709, total loss: 6.890936851501465, discriminative loss: 6.890936851501465
Iteration 710, total loss: 6.896661758422852, discriminative loss: 6.896661758422852
Iteration 711, total loss: 7.018110275268555, discriminative loss: 7.018110275268555
Iteration 712, total loss: 6.9923810958862305, discriminative loss: 6.9923810958862305
Iteration 713, total loss: 6.944962501525879, discriminative loss: 6.944962501525879
Iteration 714, total loss: 6.942929267883301, discriminative loss: 6.942929267883301
Iteration 715, total loss: 6.906671524047852, discriminative loss: 6.906671524047852
Iteration 716, total loss: 6.939734935760498, discriminative loss: 6.939734935760498
Iteration 717, total loss: 6.8723602294921875, discriminative loss: 6.8723602294921875
Iteration 718, total loss: 6.954198360443115, discriminative loss: 6.954198360443115
Iteration 719, total loss: 6.975451469421387, discriminative loss: 6.975451469421387
Iteration 720, total loss: 6.972224235534668, discriminative loss: 6.972224235534668
Iteration 721, total loss: 6.934943199157715, discriminative loss: 6.934943199157715
Iteration 722, total loss: 7.005405426025391, discriminative loss: 7.005405426025391
Iteration 723, total loss: 6.866235733032227, discriminative loss: 6.866235733032227
Iteration 724, total loss: 6.9714555740356445, discriminative loss: 6.9714555740356445
Iteration 725, total loss: 6.938672065734863, discriminative loss: 6.938672065734863
Iteration 726, total loss: 7.002876281738281, discriminative loss: 7.002876281738281
Iteration 727, total loss: 6.94219970703125, discriminative loss: 6.94219970703125
Iteration 728, total loss: 7.028810501098633, discriminative loss: 7.028810501098633
Iteration 729, total loss: 6.832021236419678, discriminative loss: 6.832021236419678
Iteration 730, total loss: 6.860042572021484, discriminative loss: 6.860042572021484
Iteration 731, total loss: 6.86757755279541, discriminative loss: 6.86757755279541
Iteration 732, total loss: 6.976612567901611, discriminative loss: 6.976612567901611
Iteration 733, total loss: 6.897127151489258, discriminative loss: 6.897127151489258
Iteration 734, total loss: 6.962800025939941, discriminative loss: 6.962800025939941
Iteration 735, total loss: 6.958420276641846, discriminative loss: 6.958420276641846
Iteration 736, total loss: 6.930232524871826, discriminative loss: 6.930232524871826
Iteration 737, total loss: 6.997389793395996, discriminative loss: 6.997389793395996
Iteration 738, total loss: 6.979789733886719, discriminative loss: 6.979789733886719
Iteration 739, total loss: 7.0118865966796875, discriminative loss: 7.0118865966796875
Iteration 740, total loss: 6.9460015296936035, discriminative loss: 6.9460015296936035
Iteration 741, total loss: 6.944276809692383, discriminative loss: 6.944276809692383
Iteration 742, total loss: 6.906162738800049, discriminative loss: 6.906162738800049
Iteration 743, total loss: 6.958632469177246, discriminative loss: 6.958632469177246
Iteration 744, total loss: 6.918664455413818, discriminative loss: 6.918664455413818
Iteration 745, total loss: 6.993052005767822, discriminative loss: 6.993052005767822
Iteration 746, total loss: 6.87838077545166, discriminative loss: 6.87838077545166
Iteration 747, total loss: 6.961991310119629, discriminative loss: 6.961991310119629
Iteration 748, total loss: 6.988399982452393, discriminative loss: 6.988399982452393
Iteration 749, total loss: 6.885420799255371, discriminative loss: 6.885420799255371
Iteration 750, total loss: 7.066183567047119, discriminative loss: 7.066183567047119
Iteration 751, total loss: 6.950870513916016, discriminative loss: 6.950870513916016
Iteration 752, total loss: 7.047735691070557, discriminative loss: 7.047735691070557
Iteration 753, total loss: 7.012293338775635, discriminative loss: 7.012293338775635
Iteration 754, total loss: 6.957025527954102, discriminative loss: 6.957025527954102
Iteration 755, total loss: 6.957575798034668, discriminative loss: 6.957575798034668
Iteration 756, total loss: 6.930229663848877, discriminative loss: 6.930229663848877
Iteration 757, total loss: 6.969598770141602, discriminative loss: 6.969598770141602
Iteration 758, total loss: 6.85432243347168, discriminative loss: 6.85432243347168
Iteration 759, total loss: 6.9214324951171875, discriminative loss: 6.9214324951171875
Iteration 760, total loss: 6.91054105758667, discriminative loss: 6.91054105758667
Iteration 761, total loss: 6.939957618713379, discriminative loss: 6.939957618713379
Iteration 762, total loss: 6.9993133544921875, discriminative loss: 6.9993133544921875
Iteration 763, total loss: 7.018100261688232, discriminative loss: 7.018100261688232
