Using SGD, 64 batch size, 2 epochs, with images normalized
Trained only on compactness loss


Using TensorFlow backend.
Reference model built
Secondary model built
Total number of iterations: 664
Iteration 0, total loss: 0.0830497220158577, discriminative loss: 8.111093521118164
Iteration 364, total loss: 0.000163244956638664, discriminative loss: 7.207314491271973
Iteration 365, total loss: 0.00019608215370681137, discriminative loss: 7.351536750793457
Iteration 366, total loss: 0.00016178656369447708, discriminative loss: 7.602086067199707
Iteration 367, total loss: 0.00014696366270072758, discriminative loss: 7.292081832885742
Iteration 368, total loss: 0.00017031305469572544, discriminative loss: 7.329315185546875
Iteration 369, total loss: 0.00016307312762364745, discriminative loss: 7.579353332519531
Iteration 370, total loss: 0.00016815004346426576, discriminative loss: 7.472415447235107
Iteration 371, total loss: 0.00017611769726499915, discriminative loss: 7.333302021026611
Iteration 372, total loss: 0.00016376817075069994, discriminative loss: 7.499373912811279
Iteration 373, total loss: 0.00014319372712634504, discriminative loss: 7.078085899353027
Iteration 374, total loss: 0.00016831199172884226, discriminative loss: 7.3964338302612305
Iteration 375, total loss: 0.00016879636677913368, discriminative loss: 7.417611122131348
Iteration 376, total loss: 0.00016917980974540114, discriminative loss: 7.423708915710449
Iteration 377, total loss: 0.0001625528238946572, discriminative loss: 7.514965534210205
Iteration 378, total loss: 0.00016627789591439068, discriminative loss: 7.567687034606934
Iteration 379, total loss: 0.00020062596013303846, discriminative loss: 7.478936672210693
Iteration 380, total loss: 0.0001914214517455548, discriminative loss: 7.236823081970215
Iteration 381, total loss: 0.00014528012252412736, discriminative loss: 7.433610916137695
Iteration 382, total loss: 0.00015685794642195106, discriminative loss: 7.496092796325684
Iteration 383, total loss: 0.0001526441192254424, discriminative loss: 7.2311530113220215
Iteration 384, total loss: 0.00019576461636461318, discriminative loss: 7.310696125030518
Iteration 385, total loss: 0.00015377083036582917, discriminative loss: 7.369707107543945
Iteration 386, total loss: 0.00013960730575490743, discriminative loss: 7.359526634216309
Iteration 387, total loss: 0.00017572676006238908, discriminative loss: 7.430772304534912
Iteration 388, total loss: 0.0001217811368405819, discriminative loss: 7.494706630706787
Iteration 389, total loss: 0.0001950793230207637, discriminative loss: 7.491460800170898
Iteration 390, total loss: 0.0001318452850682661, discriminative loss: 7.396927356719971
Iteration 391, total loss: 0.00013377988943830132, discriminative loss: 7.49971342086792
Iteration 392, total loss: 0.00016321080329362303, discriminative loss: 7.383081436157227
Iteration 393, total loss: 0.00012350715405773371, discriminative loss: 7.554725646972656
Iteration 394, total loss: 0.0001459378399886191, discriminative loss: 7.31695556640625
Iteration 395, total loss: 0.00019783405878115445, discriminative loss: 7.274748802185059
Iteration 396, total loss: 0.00017735519213601947, discriminative loss: 7.363492965698242
Iteration 397, total loss: 0.00015366540173999965, discriminative loss: 7.448535919189453
Iteration 398, total loss: 0.0001493702584411949, discriminative loss: 7.529928684234619
Iteration 399, total loss: 0.0001639960682950914, discriminative loss: 7.510442733764648
Iteration 400, total loss: 0.00012414829689078033, discriminative loss: 7.425860404968262
Iteration 401, total loss: 0.00018209470727015287, discriminative loss: 7.237133026123047
Iteration 402, total loss: 0.00018822417769115418, discriminative loss: 7.374166965484619
Iteration 403, total loss: 0.00014034006744623184, discriminative loss: 7.515570640563965
Iteration 404, total loss: 0.0001516246993560344, discriminative loss: 7.3632402420043945
Iteration 405, total loss: 0.0001542680838610977, discriminative loss: 7.628838062286377
Iteration 406, total loss: 0.00016358452558051795, discriminative loss: 7.357119560241699
Iteration 407, total loss: 0.00015234906459227204, discriminative loss: 7.543231010437012
Iteration 408, total loss: 0.00017538765678182244, discriminative loss: 7.2468414306640625
Iteration 409, total loss: 0.00011888060544151813, discriminative loss: 7.4508442878723145
Iteration 410, total loss: 0.0001702784647932276, discriminative loss: 7.508294105529785
Iteration 411, total loss: 0.00017184387252200395, discriminative loss: 7.334377288818359
Iteration 412, total loss: 0.00013575941557064652, discriminative loss: 7.270796775817871
Iteration 413, total loss: 0.0001572629698785022, discriminative loss: 7.541772365570068
Iteration 414, total loss: 0.00014756980817764997, discriminative loss: 7.4217071533203125
Iteration 415, total loss: 0.00012855656677857041, discriminative loss: 7.366942405700684
Iteration 416, total loss: 0.00018119746528100222, discriminative loss: 7.584273338317871
Iteration 417, total loss: 0.00014640511653851718, discriminative loss: 7.442869186401367
Iteration 418, total loss: 0.00018710008589550853, discriminative loss: 7.492467880249023
Iteration 419, total loss: 0.00014042296970728785, discriminative loss: 7.528522491455078
Iteration 420, total loss: 0.00011907934822374955, discriminative loss: 7.332920551300049
Iteration 421, total loss: 0.00019128259737044573, discriminative loss: 7.282073974609375
Iteration 422, total loss: 0.0001540715602459386, discriminative loss: 7.256908416748047
Iteration 423, total loss: 0.0001175063953269273, discriminative loss: 7.44465970993042
Iteration 424, total loss: 0.0001287508785026148, discriminative loss: 7.3606276512146
Iteration 425, total loss: 0.00013117046910338104, discriminative loss: 7.385681629180908
Iteration 426, total loss: 0.00013142082025296986, discriminative loss: 7.511327743530273
Iteration 427, total loss: 0.00013335849507711828, discriminative loss: 6.977909088134766
Iteration 428, total loss: 0.00014252618711907417, discriminative loss: 7.4315595626831055
Iteration 429, total loss: 0.00014574851957149804, discriminative loss: 7.590482234954834
Iteration 430, total loss: 0.00013608430163003504, discriminative loss: 7.469133377075195
Iteration 431, total loss: 0.00015670512220822275, discriminative loss: 7.354741096496582
Iteration 432, total loss: 0.00012419867562130094, discriminative loss: 7.361898422241211
Iteration 433, total loss: 0.00016952375881373882, discriminative loss: 7.393149375915527
Iteration 434, total loss: 0.00016073280130513012, discriminative loss: 7.5544538497924805
Iteration 435, total loss: 0.00012193360453238711, discriminative loss: 7.320019721984863
Iteration 436, total loss: 0.00015222057118080556, discriminative loss: 7.567170143127441
Iteration 437, total loss: 0.00011783999798353761, discriminative loss: 7.650339126586914
Iteration 438, total loss: 0.00013085828686598688, discriminative loss: 7.273614883422852
Iteration 439, total loss: 0.00014208532229531556, discriminative loss: 7.331480026245117
Iteration 440, total loss: 0.00014699467283207923, discriminative loss: 7.631731986999512
Iteration 441, total loss: 0.00013432343257591128, discriminative loss: 7.604029178619385
Iteration 442, total loss: 0.00016606634017080069, discriminative loss: 7.315430641174316
Iteration 443, total loss: 0.0001451051066396758, discriminative loss: 7.20900297164917
Iteration 444, total loss: 0.00014561838179361075, discriminative loss: 7.55550479888916
Iteration 445, total loss: 0.00013318881974555552, discriminative loss: 7.486180305480957
Iteration 446, total loss: 0.00014251279935706407, discriminative loss: 7.379606246948242
Iteration 447, total loss: 0.00014277773152571172, discriminative loss: 7.53001594543457
Iteration 448, total loss: 0.00014463634579442441, discriminative loss: 7.435524940490723
Iteration 449, total loss: 0.00011991855717496946, discriminative loss: 7.239075183868408
Iteration 450, total loss: 0.00010069732525153086, discriminative loss: 7.219596862792969
Iteration 451, total loss: 0.00014502080739475787, discriminative loss: 7.3183979988098145
Iteration 452, total loss: 0.00012195267481729388, discriminative loss: 7.52635383605957
Iteration 453, total loss: 0.00011954666842939332, discriminative loss: 7.221208572387695
Iteration 454, total loss: 0.00012799577962141484, discriminative loss: 7.482182502746582
Iteration 455, total loss: 0.00012016551045235246, discriminative loss: 7.085912704467773
Iteration 456, total loss: 0.00014103711873758584, discriminative loss: 7.3148603439331055
Iteration 457, total loss: 0.00012928475916851312, discriminative loss: 7.5143280029296875
Iteration 458, total loss: 0.00012707327550742775, discriminative loss: 7.278491020202637
Iteration 459, total loss: 0.0001350826205452904, discriminative loss: 7.166119575500488
Iteration 460, total loss: 0.00012637476902455091, discriminative loss: 7.264134407043457
Iteration 461, total loss: 0.00012384779984131455, discriminative loss: 7.491642951965332
Iteration 462, total loss: 0.00013615495117846876, discriminative loss: 7.532834529876709
Iteration 463, total loss: 0.00011873077164636925, discriminative loss: 7.247462272644043
Iteration 464, total loss: 0.00013823292101733387, discriminative loss: 7.432037830352783
Iteration 465, total loss: 0.0001428962277714163, discriminative loss: 7.604885101318359
Iteration 466, total loss: 0.0001249939959961921, discriminative loss: 7.216360092163086
Iteration 467, total loss: 0.0001232099166372791, discriminative loss: 7.330428123474121
Iteration 468, total loss: 0.000113739661173895, discriminative loss: 7.370595455169678
Iteration 469, total loss: 0.00015446997713297606, discriminative loss: 7.383980751037598
Iteration 470, total loss: 0.0001262781152036041, discriminative loss: 7.457243919372559
Iteration 471, total loss: 0.00013117518392391503, discriminative loss: 7.313824653625488
Iteration 472, total loss: 0.00012221935321576893, discriminative loss: 7.355447769165039
Iteration 473, total loss: 0.00011224859918002039, discriminative loss: 7.66792631149292
Iteration 474, total loss: 0.00011722211638698354, discriminative loss: 7.243321418762207
Iteration 475, total loss: 0.00012191890709800646, discriminative loss: 7.597116947174072
Iteration 476, total loss: 0.00010469664994161576, discriminative loss: 7.39711856842041
Iteration 477, total loss: 0.00012863193114753813, discriminative loss: 7.5020623207092285
Iteration 478, total loss: 9.748766024131328e-05, discriminative loss: 7.338268756866455
Iteration 479, total loss: 0.00013238312385510653, discriminative loss: 7.514400959014893
Iteration 480, total loss: 0.00013443864008877426, discriminative loss: 7.239467144012451
Iteration 481, total loss: 0.000122603407362476, discriminative loss: 7.328683853149414
Iteration 482, total loss: 0.00011094546789536253, discriminative loss: 7.514822006225586
Iteration 483, total loss: 0.00010815184214152396, discriminative loss: 7.686984062194824
Iteration 484, total loss: 0.00010110684524988756, discriminative loss: 7.542949199676514
Iteration 485, total loss: 0.00012158532626926899, discriminative loss: 7.601381301879883
Iteration 486, total loss: 0.00011462772818049416, discriminative loss: 7.260957717895508
Iteration 487, total loss: 0.00011042470578104258, discriminative loss: 7.375866889953613
Iteration 488, total loss: 0.00010758949065348133, discriminative loss: 7.523916244506836
Iteration 489, total loss: 0.00013267739268485457, discriminative loss: 7.582026481628418
Iteration 490, total loss: 0.0001388467353535816, discriminative loss: 7.584073066711426
Iteration 491, total loss: 0.00010864456999115646, discriminative loss: 7.554746627807617
Iteration 492, total loss: 0.00010549015860306099, discriminative loss: 7.623269081115723
Iteration 493, total loss: 0.00013215745275374502, discriminative loss: 7.4140496253967285
Iteration 494, total loss: 0.00010317130363546312, discriminative loss: 7.192673206329346
Iteration 495, total loss: 0.00010957104677800089, discriminative loss: 7.491671562194824
Iteration 496, total loss: 0.00011937893577851355, discriminative loss: 7.457108497619629
Iteration 497, total loss: 0.00011580123828025535, discriminative loss: 7.4477314949035645
Iteration 498, total loss: 9.403351577930152e-05, discriminative loss: 7.450867176055908
Iteration 499, total loss: 0.00011437700595706701, discriminative loss: 7.3524041175842285
Iteration 500, total loss: 9.339913231087849e-05, discriminative loss: 7.485783576965332
Iteration 501, total loss: 0.00012057113781338558, discriminative loss: 7.277746200561523
Iteration 502, total loss: 0.00010429471149109304, discriminative loss: 7.587673664093018
Iteration 503, total loss: 0.00012263555254321545, discriminative loss: 7.328582763671875
Iteration 504, total loss: 0.000119509466458112, discriminative loss: 7.256662845611572
Iteration 505, total loss: 0.00014606493641622365, discriminative loss: 7.382381439208984
Iteration 506, total loss: 0.00010958029452012852, discriminative loss: 7.482063293457031
Iteration 507, total loss: 0.00013057190517429262, discriminative loss: 7.419674396514893
Iteration 508, total loss: 0.00012497443822212517, discriminative loss: 7.485538482666016
Iteration 509, total loss: 0.0001502833911217749, discriminative loss: 7.47979736328125
Iteration 510, total loss: 0.00011705040378728881, discriminative loss: 7.305667400360107
Iteration 511, total loss: 0.00012840295676141977, discriminative loss: 7.677648544311523
Iteration 512, total loss: 0.0001763211184879765, discriminative loss: 7.32588529586792
Iteration 513, total loss: 0.00011080926196882501, discriminative loss: 7.489238262176514
Iteration 514, total loss: 0.0001253060036106035, discriminative loss: 7.318055629730225
Iteration 515, total loss: 9.253248572349548e-05, discriminative loss: 7.426209449768066
Iteration 516, total loss: 0.00013392649998422712, discriminative loss: 7.489097595214844
Iteration 517, total loss: 0.0001135948405135423, discriminative loss: 7.308629035949707
Iteration 518, total loss: 0.00010982568346662447, discriminative loss: 7.434203147888184
Iteration 519, total loss: 0.0002361811202717945, discriminative loss: 7.307402610778809
Iteration 520, total loss: 0.0001074355241144076, discriminative loss: 7.41008186340332
Iteration 521, total loss: 0.00013898679753765464, discriminative loss: 7.325231552124023
Iteration 522, total loss: 0.00012461136793717742, discriminative loss: 7.260834693908691
Iteration 523, total loss: 0.0001313885732088238, discriminative loss: 7.614068984985352
Iteration 524, total loss: 0.00013518855848815292, discriminative loss: 7.538403034210205
Iteration 525, total loss: 0.00012284662807360291, discriminative loss: 7.4730939865112305
Iteration 526, total loss: 0.00010618841770337895, discriminative loss: 7.509215831756592
Iteration 527, total loss: 0.00015403465658891946, discriminative loss: 7.446900844573975
Iteration 528, total loss: 9.993481216952205e-05, discriminative loss: 7.313386917114258
Iteration 529, total loss: 0.00011844228720292449, discriminative loss: 7.60642147064209
Iteration 530, total loss: 0.00011738233297364786, discriminative loss: 7.2680182456970215
Iteration 531, total loss: 8.759159391047433e-05, discriminative loss: 7.36819314956665
Iteration 532, total loss: 0.00010567950084805489, discriminative loss: 7.41572380065918
Iteration 533, total loss: 0.0001171305266325362, discriminative loss: 7.429651260375977
Iteration 534, total loss: 0.00011326133972033858, discriminative loss: 7.328988075256348
Iteration 535, total loss: 9.361517732031643e-05, discriminative loss: 7.557473182678223
Iteration 536, total loss: 0.00010811074753291905, discriminative loss: 7.402923107147217
Iteration 537, total loss: 0.000107450301584322, discriminative loss: 7.4255690574646
Iteration 538, total loss: 0.00011709473619703203, discriminative loss: 7.573116302490234
Iteration 539, total loss: 9.37647491809912e-05, discriminative loss: 7.491018295288086
Iteration 540, total loss: 0.00013442165800370276, discriminative loss: 7.314887046813965
Iteration 541, total loss: 0.00010560364898992702, discriminative loss: 7.371896743774414
Iteration 542, total loss: 0.00010965591354761273, discriminative loss: 7.4906744956970215
Iteration 543, total loss: 0.00013959991338197142, discriminative loss: 7.413573265075684
Iteration 544, total loss: 0.0001040087008732371, discriminative loss: 7.437522888183594
Iteration 545, total loss: 8.911307668313384e-05, discriminative loss: 7.496685981750488
Iteration 546, total loss: 0.0001280597789445892, discriminative loss: 7.383294105529785
Iteration 547, total loss: 9.554675489198416e-05, discriminative loss: 7.507755279541016
Iteration 548, total loss: 0.00012733219773508608, discriminative loss: 7.456998825073242
Iteration 549, total loss: 0.00012320809764787555, discriminative loss: 7.431067943572998
Iteration 550, total loss: 8.313601574627683e-05, discriminative loss: 7.551365852355957
Iteration 551, total loss: 0.0001257360418094322, discriminative loss: 7.43670654296875
Iteration 552, total loss: 0.00015439953131135553, discriminative loss: 7.377524375915527
Iteration 553, total loss: 9.288916771765798e-05, discriminative loss: 7.473316192626953
Iteration 554, total loss: 0.00011558221012819558, discriminative loss: 7.3244733810424805
Iteration 555, total loss: 0.00011171660298714414, discriminative loss: 7.398289203643799
Iteration 556, total loss: 0.00010564275726210326, discriminative loss: 7.691893577575684
Iteration 557, total loss: 0.00011650478700175881, discriminative loss: 7.481672286987305
Iteration 558, total loss: 0.00010357768042013049, discriminative loss: 7.483380317687988
Iteration 559, total loss: 0.00010579784429864958, discriminative loss: 7.477968215942383
Iteration 560, total loss: 9.358892566524446e-05, discriminative loss: 7.417636394500732
Iteration 561, total loss: 9.89400505204685e-05, discriminative loss: 7.456333160400391
Iteration 562, total loss: 0.0001062753435689956, discriminative loss: 7.475090980529785
Iteration 563, total loss: 0.0001374586281599477, discriminative loss: 7.4160356521606445
Iteration 564, total loss: 0.00010393127013230696, discriminative loss: 7.482227325439453
Iteration 565, total loss: 0.00010292800288880244, discriminative loss: 7.387684345245361
Iteration 566, total loss: 0.00011251890828134492, discriminative loss: 7.564580917358398
Iteration 567, total loss: 9.775681974133477e-05, discriminative loss: 7.220108985900879
Iteration 568, total loss: 0.00011583431478356943, discriminative loss: 7.274278163909912
Iteration 569, total loss: 0.00010289697092957795, discriminative loss: 7.3677144050598145
Iteration 570, total loss: 0.00010369056690251455, discriminative loss: 7.431724548339844
Iteration 571, total loss: 8.91981107997708e-05, discriminative loss: 7.600849151611328
Iteration 572, total loss: 0.00012215250171720982, discriminative loss: 7.644402503967285
Iteration 573, total loss: 8.951485506258905e-05, discriminative loss: 7.4630537033081055
Iteration 574, total loss: 0.00011457164509920403, discriminative loss: 7.367687225341797
Iteration 575, total loss: 0.00011215352424187586, discriminative loss: 7.521358966827393
Iteration 576, total loss: 0.00011963775614276528, discriminative loss: 7.45197057723999
Iteration 577, total loss: 0.00010790174565045163, discriminative loss: 7.63057804107666
Iteration 578, total loss: 9.041647717822343e-05, discriminative loss: 7.420192718505859
Iteration 579, total loss: 0.00012034882820444182, discriminative loss: 7.5279436111450195
Iteration 580, total loss: 9.947227226803079e-05, discriminative loss: 7.306899547576904
Iteration 581, total loss: 9.159526962321252e-05, discriminative loss: 7.446598052978516
Iteration 582, total loss: 0.00010056319297291338, discriminative loss: 7.3890581130981445
Iteration 583, total loss: 0.0001188106180052273, discriminative loss: 7.285017967224121
Iteration 584, total loss: 0.00011302945495117456, discriminative loss: 7.399752616882324
Iteration 585, total loss: 8.97715799510479e-05, discriminative loss: 7.567666053771973
Iteration 586, total loss: 0.00012322799011599272, discriminative loss: 7.660316467285156
Iteration 587, total loss: 0.00010933790326816961, discriminative loss: 7.206230640411377
Iteration 588, total loss: 0.00010926134564215317, discriminative loss: 7.441851615905762
Iteration 589, total loss: 0.00011201957386219874, discriminative loss: 7.518830299377441
Iteration 590, total loss: 0.00012119088933104649, discriminative loss: 7.236777305603027
Iteration 591, total loss: 0.00010134947660844773, discriminative loss: 7.506041049957275
Iteration 592, total loss: 0.00010789294174173847, discriminative loss: 7.452888488769531
Iteration 593, total loss: 9.84446523943916e-05, discriminative loss: 7.422634601593018
Iteration 594, total loss: 0.00010438865865580738, discriminative loss: 7.644543647766113
Iteration 595, total loss: 8.979778795037419e-05, discriminative loss: 7.531820774078369
Iteration 596, total loss: 0.0001723163586575538, discriminative loss: 7.572364330291748
Iteration 597, total loss: 8.943525608628988e-05, discriminative loss: 7.210061550140381
Iteration 598, total loss: 9.565446816850454e-05, discriminative loss: 7.347269058227539
Iteration 599, total loss: 0.00015547432121820748, discriminative loss: 7.362785339355469
Iteration 600, total loss: 8.576540130889043e-05, discriminative loss: 7.374447822570801
Iteration 601, total loss: 9.075671550817788e-05, discriminative loss: 7.446712970733643
Iteration 602, total loss: 0.00010970079893013462, discriminative loss: 7.293646812438965
Iteration 603, total loss: 0.00012442079605534673, discriminative loss: 7.452980041503906
Iteration 604, total loss: 0.00011171348887728527, discriminative loss: 7.3537516593933105
Iteration 605, total loss: 8.128048648359254e-05, discriminative loss: 7.273980140686035
Iteration 606, total loss: 0.0001174040517071262, discriminative loss: 7.35629415512085
Iteration 607, total loss: 0.00011424568947404623, discriminative loss: 7.5037336349487305
Iteration 608, total loss: 9.783165296539664e-05, discriminative loss: 7.509654998779297
Iteration 609, total loss: 0.000171827181475237, discriminative loss: 7.439162254333496
Iteration 610, total loss: 0.00010968776769004762, discriminative loss: 7.416567325592041
Iteration 611, total loss: 9.484530164627358e-05, discriminative loss: 7.462835311889648
Iteration 612, total loss: 0.00011173968960065395, discriminative loss: 7.399646759033203
Iteration 613, total loss: 0.00010167109576286748, discriminative loss: 7.444430828094482
Iteration 614, total loss: 8.417762001045048e-05, discriminative loss: 7.444728851318359
Iteration 615, total loss: 8.91960589797236e-05, discriminative loss: 7.338234901428223
Iteration 616, total loss: 9.314691124018282e-05, discriminative loss: 7.770444869995117
Iteration 617, total loss: 8.531782805221155e-05, discriminative loss: 7.344597339630127
Iteration 618, total loss: 8.326087845489383e-05, discriminative loss: 7.455987930297852
Iteration 619, total loss: 9.206307004205883e-05, discriminative loss: 7.282109260559082
Iteration 620, total loss: 8.050187898334116e-05, discriminative loss: 7.471918106079102
Iteration 621, total loss: 8.591365622123703e-05, discriminative loss: 7.196248531341553
Iteration 622, total loss: 0.0001243157166754827, discriminative loss: 7.336430549621582
Iteration 623, total loss: 8.027083822526038e-05, discriminative loss: 7.537158966064453
Iteration 624, total loss: 8.160900324583054e-05, discriminative loss: 7.636959075927734
Iteration 625, total loss: 0.00011943368008360267, discriminative loss: 7.3321709632873535
Iteration 626, total loss: 8.212576358346269e-05, discriminative loss: 7.329946517944336
Iteration 627, total loss: 8.497287490172312e-05, discriminative loss: 7.3481550216674805
Iteration 628, total loss: 7.855147850932553e-05, discriminative loss: 7.553877830505371
Iteration 629, total loss: 9.880716243060306e-05, discriminative loss: 7.312742233276367
Iteration 630, total loss: 9.828386100707576e-05, discriminative loss: 7.470234394073486
Iteration 631, total loss: 0.00011802779044955969, discriminative loss: 7.636116981506348
Iteration 632, total loss: 9.935534762917086e-05, discriminative loss: 7.5483012199401855
Iteration 633, total loss: 8.099996921373531e-05, discriminative loss: 7.321274757385254
Iteration 634, total loss: 0.0001376993750454858, discriminative loss: 7.4240312576293945
Iteration 635, total loss: 8.283433271571994e-05, discriminative loss: 7.151951789855957
Iteration 636, total loss: 0.00010649758769432083, discriminative loss: 7.421235084533691
Iteration 637, total loss: 8.108568727038801e-05, discriminative loss: 7.273766994476318
Iteration 638, total loss: 0.00010429261601530015, discriminative loss: 7.6983466148376465
Iteration 639, total loss: 8.479426469421014e-05, discriminative loss: 7.516780853271484
Iteration 640, total loss: 0.00018028717022389174, discriminative loss: 7.439176082611084
Iteration 641, total loss: 0.00010424535867059603, discriminative loss: 7.659780502319336
Iteration 642, total loss: 8.754854934522882e-05, discriminative loss: 7.256730556488037
Iteration 643, total loss: 9.154438157565892e-05, discriminative loss: 7.245973587036133
Iteration 644, total loss: 8.246724610216916e-05, discriminative loss: 7.4566850662231445
Iteration 645, total loss: 9.051380766322836e-05, discriminative loss: 7.34814453125
Iteration 646, total loss: 9.302880062023178e-05, discriminative loss: 7.371100902557373
Iteration 647, total loss: 8.503504795953631e-05, discriminative loss: 7.606044292449951
Iteration 648, total loss: 9.743443661136553e-05, discriminative loss: 7.504748344421387
Iteration 649, total loss: 8.98083599167876e-05, discriminative loss: 7.489960670471191
Iteration 650, total loss: 9.753603808348998e-05, discriminative loss: 7.701146125793457
Iteration 651, total loss: 8.444463310297579e-05, discriminative loss: 7.367914199829102
Iteration 652, total loss: 8.812414307612926e-05, discriminative loss: 7.256796360015869
Iteration 653, total loss: 0.00010945302346954122, discriminative loss: 7.304713249206543
Iteration 654, total loss: 9.847118781181052e-05, discriminative loss: 7.34785795211792
Iteration 655, total loss: 8.738946780795231e-05, discriminative loss: 7.320321083068848
Iteration 656, total loss: 7.984448893694207e-05, discriminative loss: 7.584868431091309
Iteration 657, total loss: 7.825418288121e-05, discriminative loss: 7.510598182678223
Iteration 658, total loss: 8.167958731064573e-05, discriminative loss: 7.5201568603515625
Iteration 659, total loss: 8.376120240427554e-05, discriminative loss: 7.2412519454956055
Iteration 660, total loss: 9.174015576718375e-05, discriminative loss: 7.371116638183594
Iteration 661, total loss: 0.00015566158981528133, discriminative loss: 7.240038871765137
Iteration 662, total loss: 7.651590567547828e-05, discriminative loss: 7.531280040740967
Iteration 663, total loss: 6.487104838015512e-05, discriminative loss: 7.180388927459717
Training completed
